Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity,BERT Score Predicate (Precision),BERT Score Predicate (Recall),BERT Score Predicate (F1),BERT Score Object (Precision),BERT Score Object (Recall),BERT Score Object (F1)
hasparticipantrole,child,has_birthdate,1800,52,0.6937321937321936,0,0.0,0.0,0.0,0.83546257,0.84068596,0.8380661,0.9986976,0.9986976,0.9986976
hasparticipantrole,child,has_deathdate,date_of_death,52,0.6866096866096866,11,0.4256410256410256,0.0,0.0,0.843836,0.8368999,0.84035367,0.77093387,0.86731696,0.81629014
hasparticipantrole,child,has_deathdate,may 18,52,0.6866096866096866,0,0.0,0.0,0.0,0.843836,0.8368999,0.84035367,0.88334453,0.93496406,0.9084216
hasparticipantrole,child,has_deathdate,1854,52,0.6866096866096866,0,0.0,0.0,0.0,0.843836,0.8368999,0.84035367,0.8272376,0.91378474,0.86836004
hasparticipantrole,child,has_person_status,slave,46,0.6479302832244008,20,0.0,0.0,0.0,0.81484616,0.8375993,0.8260661,0.9989003,0.9989003,0.9989003
hasparticipantrole,child,has_person_status,abolitionist,46,0.6479302832244008,12,0.3555555555555555,0.0,0.0,0.81484616,0.8375993,0.8260661,0.82294863,0.9290241,0.8727752
hasparticipantrole,child,has_person_status,inventor,46,0.6479302832244008,15,0.4416666666666666,0.0,0.0,0.81484616,0.8375993,0.8260661,0.9989086,0.9989086,0.9989086
hasparticipantrole,child,has_race_or_color,race_or_color,46,0.60239651416122,22,0.4256410256410256,0.0,0.0,0.7967845,0.84058464,0.8180987,0.7625047,0.8771059,0.8158003
hasparticipantrole,child,has_race_or_color,african-american,46,0.60239651416122,19,0.3416666666666666,0.0,0.0,0.7967845,0.84058464,0.8180987,0.78411525,0.83044016,0.80661315
hasparticipantrole,child,will populate the ontology based on the text in the form of the module relations,"like: name record module:1. has_name(agent, name): has_name(lewis temple, 'lewis temple') 2. has_surname(agent, surname): has_surname(lewis temple, 'temple') 3. has_first_name(agent, first_name): has_first_name(lewis temple, 'lewis').occupation record module: 1. has_occupation(agent, occupation): has_occupation(lewis temple, 'maker of items used in whaling, blacksmith, abolitionist, and inventor').age record module: 1. has_age(agent, age): has_age(lewis temple, 53) 2. has_birthdate(agent, date_of_birth): has_birthdate(lewis temple, 'october 22, 1800') 3. has_deathdate(agent, date_of_death): has_deathdate(lewis temple, 'may 18, 1854'). person status record module: 1. has_person_status (agent, person_status): has_person_status(lewis temple, 'slave, abolitionist, inventor'). race record module: 1. has_race_or_color(agent, race_or_color): has_race_or_color(lewis temple, african-american). note: the information is based on the provided text. if you don't know the answer, just say that you don't know, don't try to make up an answer. i hope this is correct. please let me know if i made any mistakes.",22,0.4842592592592592,1,0.5348361887586415,0.0,0.0,0.8155962,0.8347196,0.8250472,0.6900792,0.8652694,0.76780784
hasparticipantrole,deceased person,has_name,name,38,0.5675925925925926,21,0.3777777777777777,0.0,0.0,0.82410645,0.83586246,0.8299429,0.9074276,0.8569386,0.8814608
hasparticipantrole,deceased person,has_name,lewis temple,38,0.5675925925925926,37,0.5222222222222223,0.0,0.0,0.82410645,0.83586246,0.8299429,0.7252004,0.8357775,0.77657247
hasparticipantrole,deceased person,has_surname,surname,41,0.6274651274651274,27,0.4317460317460317,0.0,0.0,0.8059977,0.83134675,0.818476,0.91200316,0.8598592,0.88516396
hasparticipantrole,deceased person,has_surname,temple,41,0.6274651274651274,29,0.4555555555555555,0.0,0.0,0.8059977,0.83134675,0.818476,0.88758683,0.8428112,0.86461973
hasparticipantrole,deceased person,has_first_name,first_name,44,0.6772486772486772,24,0.3888888888888888,0.0,0.0,0.8008205,0.8335874,0.81687546,0.82007074,0.85411924,0.8367487
hasparticipantrole,deceased person,has_first_name,lewis,44,0.6772486772486772,20,0.5111111111111111,0.0,0.0,0.8008205,0.8335874,0.81687546,0.7362352,0.86934215,0.7972712
hasparticipantrole,deceased person,has_occupation,occupation,50,0.6566137566137565,32,0.5444444444444444,0.0,0.0,0.85138714,0.8635205,0.8574109,0.9153512,0.8633206,0.8885749
hasparticipantrole,deceased person,has_occupation,maker of items used in whaling,50,0.6566137566137565,31,0.5787878787878787,0.0,0.0,0.85138714,0.8635205,0.8574109,0.82263476,0.84828186,0.8352615
hasparticipantrole,deceased person,has_occupation,blacksmith,50,0.6566137566137565,16,0.3888888888888888,0.0,0.0,0.85138714,0.8635205,0.8574109,0.8362396,0.8965929,0.8653652
hasparticipantrole,deceased person,has_occupation,abolitionist,50,0.6566137566137565,22,0.45,0.0,0.0,0.85138714,0.8635205,0.8574109,0.8433836,0.8929442,0.86745656
hasparticipantrole,deceased person,has_occupation,and inventor,50,0.6566137566137565,37,0.5404761904761904,0.0,0.0,0.85138714,0.8635205,0.8574109,0.90064204,0.8983427,0.89949095
hasparticipantrole,deceased person,has_age,age,40,0.5978835978835978,22,0.4333333333333333,0.0,0.0,0.8458951,0.8444935,0.8451937,0.9158575,0.8633628,0.8888357
hasparticipantrole,deceased person,has_age,53,40,0.5978835978835978,0,0.0,0.0,0.0,0.8458951,0.8444935,0.8451937,0.9153638,0.8638834,0.8888788
hasparticipantrole,deceased person,has_birthdate,date_of_birth,52,0.6937321937321936,29,0.4414529914529914,0.0,0.0,0.83546257,0.84068596,0.8380661,0.7948231,0.860897,0.82654166
hasparticipantrole,deceased person,has_birthdate,october 22,52,0.6937321937321936,24,0.3888888888888889,0.0,0.0,0.83546257,0.84068596,0.8380661,0.78682745,0.84034204,0.81270474
hasparticipantrole,deceased person,has_birthdate,1800,52,0.6937321937321936,0,0.0,0.0,0.0,0.83546257,0.84068596,0.8380661,0.91414535,0.86070406,0.8866201
hasparticipantrole,deceased person,has_deathdate,date_of_death,52,0.6866096866096866,36,0.505982905982906,0.0,0.0,0.843836,0.8368999,0.84035367,0.8005239,0.8571104,0.8278513
hasparticipantrole,deceased person,has_deathdate,may 18,52,0.6866096866096866,19,0.4888888888888889,0.0,0.0,0.843836,0.8368999,0.84035367,0.8766141,0.8727535,0.8746795
hasparticipantrole,deceased person,has_deathdate,1854,52,0.6866096866096866,0,0.0,0.0,0.0,0.843836,0.8368999,0.84035367,0.8279692,0.8607358,0.8440346
hasparticipantrole,deceased person,has_person_status,slave,46,0.6479302832244008,20,0.4888888888888889,0.0,0.0,0.81484616,0.8375993,0.8260661,0.91127515,0.85985434,0.8848183
hasparticipantrole,deceased person,has_person_status,abolitionist,46,0.6479302832244008,22,0.45,0.0,0.0,0.81484616,0.8375993,0.8260661,0.8433836,0.8929442,0.86745656
hasparticipantrole,deceased person,has_person_status,inventor,46,0.6479302832244008,17,0.4611111111111111,0.0,0.0,0.81484616,0.8375993,0.8260661,0.91118956,0.85975915,0.8847276
hasparticipantrole,deceased person,has_race_or_color,race_or_color,46,0.60239651416122,29,0.505982905982906,0.0,0.0,0.7967845,0.84058464,0.8180987,0.7876798,0.8665693,0.8252435
hasparticipantrole,deceased person,has_race_or_color,african-american,46,0.60239651416122,32,0.4819444444444444,0.0,0.0,0.7967845,0.84058464,0.8180987,0.80385834,0.8322449,0.8178054
hasparticipantrole,deceased person,will populate the ontology based on the text in the form of the module relations,"like: name record module:1. has_name(agent, name): has_name(lewis temple, 'lewis temple') 2. has_surname(agent, surname): has_surname(lewis temple, 'temple') 3. has_first_name(agent, first_name): has_first_name(lewis temple, 'lewis').occupation record module: 1. has_occupation(agent, occupation): has_occupation(lewis temple, 'maker of items used in whaling, blacksmith, abolitionist, and inventor').age record module: 1. has_age(agent, age): has_age(lewis temple, 53) 2. has_birthdate(agent, date_of_birth): has_birthdate(lewis temple, 'october 22, 1800') 3. has_deathdate(agent, date_of_death): has_deathdate(lewis temple, 'may 18, 1854'). person status record module: 1. has_person_status (agent, person_status): has_person_status(lewis temple, 'slave, abolitionist, inventor'). race record module: 1. has_race_or_color(agent, race_or_color): has_race_or_color(lewis temple, african-american). note: the information is based on the provided text. if you don't know the answer, just say that you don't know, don't try to make up an answer.",22,0.4842592592592592,3,0.5381317978246961,0.0,0.0184010019521365,0.8155962,0.8347196,0.8250472,0.69789135,0.83235717,0.7592164
hasparticipantrole,deceased person,has_name,name,38,0.5675925925925926,21,0.3777777777777777,0.0,0.0,0.82410645,0.83586246,0.8299429,0.9074276,0.8569386,0.8814608
hasparticipantrole,deceased person,has_name,lewis temple,38,0.5675925925925926,37,0.5222222222222223,0.0,0.0,0.82410645,0.83586246,0.8299429,0.7252004,0.8357775,0.77657247
hasparticipantrole,deceased person,has_surname,surname,41,0.6274651274651274,27,0.4317460317460317,0.0,0.0,0.8059977,0.83134675,0.818476,0.91200316,0.8598592,0.88516396
hasparticipantrole,deceased person,has_surname,temple,41,0.6274651274651274,29,0.4555555555555555,0.0,0.0,0.8059977,0.83134675,0.818476,0.88758683,0.8428112,0.86461973
hasparticipantrole,deceased person,has_first_name,first_name,44,0.6772486772486772,24,0.3888888888888888,0.0,0.0,0.8008205,0.8335874,0.81687546,0.82007074,0.85411924,0.8367487
hasparticipantrole,deceased person,has_first_name,lewis,44,0.6772486772486772,20,0.5111111111111111,0.0,0.0,0.8008205,0.8335874,0.81687546,0.7362352,0.86934215,0.7972712
hasparticipantrole,deceased person,has_occupation,occupation,50,0.6566137566137565,32,0.5444444444444444,0.0,0.0,0.85138714,0.8635205,0.8574109,0.9153512,0.8633206,0.8885749
hasparticipantrole,deceased person,has_occupation,maker of items used in whaling,50,0.6566137566137565,31,0.5787878787878787,0.0,0.0,0.85138714,0.8635205,0.8574109,0.82263476,0.84828186,0.8352615
hasparticipantrole,deceased person,has_occupation,blacksmith,50,0.6566137566137565,16,0.3888888888888888,0.0,0.0,0.85138714,0.8635205,0.8574109,0.8362396,0.8965929,0.8653652
hasparticipantrole,deceased person,has_occupation,abolitionist,50,0.6566137566137565,22,0.45,0.0,0.0,0.85138714,0.8635205,0.8574109,0.8433836,0.8929442,0.86745656
hasparticipantrole,deceased person,has_occupation,and inventor,50,0.6566137566137565,37,0.5404761904761904,0.0,0.0,0.85138714,0.8635205,0.8574109,0.90064204,0.8983427,0.89949095
hasparticipantrole,deceased person,has_age,age,40,0.5978835978835978,22,0.4333333333333333,0.0,0.0,0.8458951,0.8444935,0.8451937,0.9158575,0.8633628,0.8888357
hasparticipantrole,deceased person,has_age,53,40,0.5978835978835978,0,0.0,0.0,0.0,0.8458951,0.8444935,0.8451937,0.9153638,0.8638834,0.8888788
hasparticipantrole,deceased person,has_birthdate,date_of_birth,52,0.6937321937321936,29,0.4414529914529914,0.0,0.0,0.83546257,0.84068596,0.8380661,0.7948231,0.860897,0.82654166
hasparticipantrole,deceased person,has_birthdate,october 22,52,0.6937321937321936,24,0.3888888888888889,0.0,0.0,0.83546257,0.84068596,0.8380661,0.78682745,0.84034204,0.81270474
hasparticipantrole,deceased person,has_birthdate,1800,52,0.6937321937321936,0,0.0,0.0,0.0,0.83546257,0.84068596,0.8380661,0.91414535,0.86070406,0.8866201
hasparticipantrole,deceased person,has_deathdate,date_of_death,52,0.6866096866096866,36,0.505982905982906,0.0,0.0,0.843836,0.8368999,0.84035367,0.8005239,0.8571104,0.8278513
hasparticipantrole,deceased person,has_deathdate,may 18,52,0.6866096866096866,19,0.4888888888888889,0.0,0.0,0.843836,0.8368999,0.84035367,0.8766141,0.8727535,0.8746795
hasparticipantrole,deceased person,has_deathdate,1854,52,0.6866096866096866,0,0.0,0.0,0.0,0.843836,0.8368999,0.84035367,0.8279692,0.8607358,0.8440346
hasparticipantrole,deceased person,has_person_status,slave,46,0.6479302832244008,20,0.4888888888888889,0.0,0.0,0.81484616,0.8375993,0.8260661,0.91127515,0.85985434,0.8848183
hasparticipantrole,deceased person,has_person_status,abolitionist,46,0.6479302832244008,22,0.45,0.0,0.0,0.81484616,0.8375993,0.8260661,0.8433836,0.8929442,0.86745656
hasparticipantrole,deceased person,has_person_status,inventor,46,0.6479302832244008,17,0.4611111111111111,0.0,0.0,0.81484616,0.8375993,0.8260661,0.91118956,0.85975915,0.8847276
hasparticipantrole,deceased person,has_race_or_color,race_or_color,46,0.60239651416122,29,0.505982905982906,0.0,0.0,0.7967845,0.84058464,0.8180987,0.7876798,0.8665693,0.8252435
hasparticipantrole,deceased person,has_race_or_color,african-american,46,0.60239651416122,32,0.4819444444444444,0.0,0.0,0.7967845,0.84058464,0.8180987,0.80385834,0.8322449,0.8178054
hasparticipantrole,deceased person,will populate the ontology based on the text in the form of the module relations,"like: name record module:1. has_name(agent, name): has_name(lewis temple, 'lewis temple') 2. has_surname(agent, surname): has_surname(lewis temple, 'temple') 3. has_first_name(agent, first_name): has_first_name(lewis temple, 'lewis').occupation record module: 1. has_occupation(agent, occupation): has_occupation(lewis temple, 'maker of items used in whaling, blacksmith, abolitionist, and inventor').age record module: 1. has_age(agent, age): has_age(lewis temple, 53) 2. has_birthdate(agent, date_of_birth): has_birthdate(lewis temple, 'october 22, 1800') 3. has_deathdate(agent, date_of_death): has_deathdate(lewis temple, 'may 18, 1854'). person status record module: 1. has_person_status (agent, person_status): has_person_status(lewis temple, 'slave, abolitionist, inventor'). race record module: 1. has_race_or_color(agent, race_or_color): has_race_or_color(lewis temple, african-american). note: the information is based on the provided text. if you don't know the answer, just say that you don't know, don't try to make up an answer. i hope this is correct. please let me know if i made any mistakes.",22,0.4842592592592592,3,0.5378418996092575,0.0,0.0180453978031055,0.8155962,0.8347196,0.8250472,0.69817656,0.8303465,0.75854725
hasdescriptiveoccupation,blacksmith,has_name,name,25,0.5555555555555555,29,0.5666666666666667,0.0,0.0,0.82668453,0.8085345,0.81750876,0.9179648,0.8084452,0.8597312
hasdescriptiveoccupation,blacksmith,has_name,lewis temple,25,0.5555555555555555,27,0.5055555555555555,0.0,0.0,0.82668453,0.8085345,0.81750876,0.74482477,0.80287987,0.77276343
hasdescriptiveoccupation,blacksmith,has_surname,surname,34,0.5474386724386724,24,0.4952380952380952,0.0,0.0,0.81374097,0.80933017,0.8115296,0.9209227,0.8086692,0.86115324
hasdescriptiveoccupation,blacksmith,has_surname,temple,34,0.5474386724386724,12,0.3444444444444444,0.0,0.0,0.81374097,0.80933017,0.8115296,0.8977879,0.79813915,0.845036
hasdescriptiveoccupation,blacksmith,has_first_name,first_name,32,0.5615079365079364,20,0.4222222222222222,0.0,0.0,0.8083601,0.8101711,0.8092646,0.81410766,0.7958596,0.8048802
hasdescriptiveoccupation,blacksmith,has_first_name,lewis,32,0.5615079365079364,27,0.5222222222222221,0.0,0.0,0.8083601,0.8101711,0.8092646,0.75801235,0.83641577,0.7952864
hasdescriptiveoccupation,blacksmith,has_occupation,occupation,68,0.8045940170940171,20,0.4333333333333333,0.0,0.0,0.88979083,0.8535886,0.87131387,0.92283386,0.8094198,0.86241406
hasdescriptiveoccupation,blacksmith,has_occupation,maker of items used in whaling,68,0.8045940170940171,25,0.4333333333333333,0.0,0.0,0.88979083,0.8535886,0.87131387,0.82450664,0.7961261,0.8100679
hasdescriptiveoccupation,blacksmith,has_occupation,blacksmith,68,0.8045940170940171,100,1.0,0.0,1.0,0.88979083,0.8535886,0.87131387,0.99999964,0.99999964,0.99999964
hasdescriptiveoccupation,blacksmith,has_occupation,abolitionist,68,0.8045940170940171,36,0.5333333333333333,0.0,0.0,0.88979083,0.8535886,0.87131387,0.8522499,0.8471815,0.84970814
hasdescriptiveoccupation,blacksmith,has_occupation,and inventor,68,0.8045940170940171,27,0.5166666666666667,0.0,0.0,0.88979083,0.8535886,0.87131387,0.89044744,0.84447753,0.8668534
hasdescriptiveoccupation,blacksmith,has_age,age,26,0.5793650793650794,15,0.4777777777777778,0.0,0.0,0.8445648,0.81374836,0.82887024,0.924625,0.81121814,0.8642169
hasdescriptiveoccupation,blacksmith,has_age,53,26,0.5793650793650794,0,0.0,0.0,0.0,0.8445648,0.81374836,0.82887024,0.9252156,0.811439,0.8646003
hasdescriptiveoccupation,blacksmith,has_birthdate,date_of_birth,38,0.6286324786324786,35,0.5692307692307693,0.0,0.0,0.84506315,0.81432813,0.829411,0.7989333,0.80187035,0.8003991
hasdescriptiveoccupation,blacksmith,has_birthdate,october 22,38,0.6286324786324786,20,0.3,0.0,0.0,0.84506315,0.81432813,0.829411,0.79425025,0.8010049,0.79761326
hasdescriptiveoccupation,blacksmith,has_birthdate,1800,38,0.6286324786324786,0,0.0,0.0,0.0,0.84506315,0.81432813,0.829411,0.923344,0.8107255,0.86337775
hasdescriptiveoccupation,blacksmith,has_deathdate,date_of_death,43,0.652065527065527,26,0.5102564102564102,0.0,0.0,0.84517586,0.810403,0.8274243,0.80406606,0.80603313,0.8050484
hasdescriptiveoccupation,blacksmith,has_deathdate,may 18,43,0.652065527065527,12,0.4222222222222222,0.0,0.0,0.84517586,0.810403,0.8274243,0.87302977,0.8141327,0.84255326
hasdescriptiveoccupation,blacksmith,has_deathdate,1854,43,0.652065527065527,0,0.0,0.0,0.0,0.84517586,0.810403,0.8274243,0.84305185,0.81962794,0.8311749
hasdescriptiveoccupation,blacksmith,has_person_status,slave,39,0.6241830065359477,27,0.5333333333333333,0.0,0.0,0.8133801,0.80645883,0.8099047,0.9192229,0.807747,0.859887
hasdescriptiveoccupation,blacksmith,has_person_status,abolitionist,39,0.6241830065359477,36,0.5333333333333333,0.0,0.0,0.8133801,0.80645883,0.8099047,0.8522499,0.8471815,0.84970814
hasdescriptiveoccupation,blacksmith,has_person_status,inventor,39,0.6241830065359477,22,0.4083333333333334,0.0,0.0,0.8133801,0.80645883,0.8099047,0.9202948,0.8085724,0.86082375
hasdescriptiveoccupation,blacksmith,has_race_or_color,race_or_color,39,0.5977668845315903,17,0.4512820512820513,0.0,0.0,0.79944545,0.81475776,0.80702895,0.7920862,0.8105122,0.80119324
hasdescriptiveoccupation,blacksmith,has_race_or_color,african-american,39,0.5977668845315903,31,0.4666666666666666,0.0,0.0,0.79944545,0.81475776,0.80702895,0.8039892,0.7933519,0.7986351
hasdescriptiveoccupation,blacksmith,will populate the ontology based on the text in the form of the module relations,"like: name record module:1. has_name(agent, name): has_name(lewis temple, 'lewis temple') 2. has_surname(agent, surname): has_surname(lewis temple, 'temple') 3. has_first_name(agent, first_name): has_first_name(lewis temple, 'lewis').occupation record module: 1. has_occupation(agent, occupation): has_occupation(lewis temple, 'maker of items used in whaling, blacksmith, abolitionist, and inventor').age record module: 1. has_age(agent, age): has_age(lewis temple, 53) 2. has_birthdate(agent, date_of_birth): has_birthdate(lewis temple, 'october 22, 1800') 3. has_deathdate(agent, date_of_death): has_deathdate(lewis temple, 'may 18, 1854'). person status record module: 1. has_person_status (agent, person_status): has_person_status(lewis temple, 'slave, abolitionist, inventor'). race record module: 1. has_race_or_color(agent, race_or_color): has_race_or_color(lewis temple, african-american). note: the information is based on the provided text. if you don't know the answer, just say that you don't know, don't try to make up an answer.",29,0.4834150326797385,2,0.5365323096609086,0.0,0.0317401664845486,0.81999224,0.81388515,0.81692725,0.6958653,0.82103395,0.75328535
hasdescriptiveoccupation,blacksmith,has_name,name,25,0.5555555555555555,29,0.5666666666666667,0.0,0.0,0.82668453,0.8085345,0.81750876,0.9179648,0.8084452,0.8597312
hasdescriptiveoccupation,blacksmith,has_name,lewis temple,25,0.5555555555555555,27,0.5055555555555555,0.0,0.0,0.82668453,0.8085345,0.81750876,0.74482477,0.80287987,0.77276343
hasdescriptiveoccupation,blacksmith,has_surname,surname,34,0.5474386724386724,24,0.4952380952380952,0.0,0.0,0.81374097,0.80933017,0.8115296,0.9209227,0.8086692,0.86115324
hasdescriptiveoccupation,blacksmith,has_surname,temple,34,0.5474386724386724,12,0.3444444444444444,0.0,0.0,0.81374097,0.80933017,0.8115296,0.8977879,0.79813915,0.845036
hasdescriptiveoccupation,blacksmith,has_first_name,first_name,32,0.5615079365079364,20,0.4222222222222222,0.0,0.0,0.8083601,0.8101711,0.8092646,0.81410766,0.7958596,0.8048802
hasdescriptiveoccupation,blacksmith,has_first_name,lewis,32,0.5615079365079364,27,0.5222222222222221,0.0,0.0,0.8083601,0.8101711,0.8092646,0.75801235,0.83641577,0.7952864
hasdescriptiveoccupation,blacksmith,has_occupation,occupation,68,0.8045940170940171,20,0.4333333333333333,0.0,0.0,0.88979083,0.8535886,0.87131387,0.92283386,0.8094198,0.86241406
hasdescriptiveoccupation,blacksmith,has_occupation,maker of items used in whaling,68,0.8045940170940171,25,0.4333333333333333,0.0,0.0,0.88979083,0.8535886,0.87131387,0.82450664,0.7961261,0.8100679
hasdescriptiveoccupation,blacksmith,has_occupation,blacksmith,68,0.8045940170940171,100,1.0,0.0,1.0,0.88979083,0.8535886,0.87131387,0.99999964,0.99999964,0.99999964
hasdescriptiveoccupation,blacksmith,has_occupation,abolitionist,68,0.8045940170940171,36,0.5333333333333333,0.0,0.0,0.88979083,0.8535886,0.87131387,0.8522499,0.8471815,0.84970814
hasdescriptiveoccupation,blacksmith,has_occupation,and inventor,68,0.8045940170940171,27,0.5166666666666667,0.0,0.0,0.88979083,0.8535886,0.87131387,0.89044744,0.84447753,0.8668534
hasdescriptiveoccupation,blacksmith,has_age,age,26,0.5793650793650794,15,0.4777777777777778,0.0,0.0,0.8445648,0.81374836,0.82887024,0.924625,0.81121814,0.8642169
hasdescriptiveoccupation,blacksmith,has_age,53,26,0.5793650793650794,0,0.0,0.0,0.0,0.8445648,0.81374836,0.82887024,0.9252156,0.811439,0.8646003
hasdescriptiveoccupation,blacksmith,has_birthdate,date_of_birth,38,0.6286324786324786,35,0.5692307692307693,0.0,0.0,0.84506315,0.81432813,0.829411,0.7989333,0.80187035,0.8003991
hasdescriptiveoccupation,blacksmith,has_birthdate,october 22,38,0.6286324786324786,20,0.3,0.0,0.0,0.84506315,0.81432813,0.829411,0.79425025,0.8010049,0.79761326
hasdescriptiveoccupation,blacksmith,has_birthdate,1800,38,0.6286324786324786,0,0.0,0.0,0.0,0.84506315,0.81432813,0.829411,0.923344,0.8107255,0.86337775
hasdescriptiveoccupation,blacksmith,has_deathdate,date_of_death,43,0.652065527065527,26,0.5102564102564102,0.0,0.0,0.84517586,0.810403,0.8274243,0.80406606,0.80603313,0.8050484
hasdescriptiveoccupation,blacksmith,has_deathdate,may 18,43,0.652065527065527,12,0.4222222222222222,0.0,0.0,0.84517586,0.810403,0.8274243,0.87302977,0.8141327,0.84255326
hasdescriptiveoccupation,blacksmith,has_deathdate,1854,43,0.652065527065527,0,0.0,0.0,0.0,0.84517586,0.810403,0.8274243,0.84305185,0.81962794,0.8311749
hasdescriptiveoccupation,blacksmith,has_person_status,slave,39,0.6241830065359477,27,0.5333333333333333,0.0,0.0,0.8133801,0.80645883,0.8099047,0.9192229,0.807747,0.859887
hasdescriptiveoccupation,blacksmith,has_person_status,abolitionist,39,0.6241830065359477,36,0.5333333333333333,0.0,0.0,0.8133801,0.80645883,0.8099047,0.8522499,0.8471815,0.84970814
hasdescriptiveoccupation,blacksmith,has_person_status,inventor,39,0.6241830065359477,22,0.4083333333333334,0.0,0.0,0.8133801,0.80645883,0.8099047,0.9202948,0.8085724,0.86082375
hasdescriptiveoccupation,blacksmith,has_race_or_color,race_or_color,39,0.5977668845315903,17,0.4512820512820513,0.0,0.0,0.79944545,0.81475776,0.80702895,0.7920862,0.8105122,0.80119324
hasdescriptiveoccupation,blacksmith,has_race_or_color,african-american,39,0.5977668845315903,31,0.4666666666666666,0.0,0.0,0.79944545,0.81475776,0.80702895,0.8039892,0.7933519,0.7986351
hasdescriptiveoccupation,blacksmith,will populate the ontology based on the text in the form of the module relations,"like: name record module:1. has_name(agent, name): has_name(lewis temple, 'lewis temple') 2. has_surname(agent, surname): has_surname(lewis temple, 'temple') 3. has_first_name(agent, first_name): has_first_name(lewis temple, 'lewis').occupation record module: 1. has_occupation(agent, occupation): has_occupation(lewis temple, 'maker of items used in whaling, blacksmith, abolitionist, and inventor').age record module: 1. has_age(agent, age): has_age(lewis temple, 53) 2. has_birthdate(agent, date_of_birth): has_birthdate(lewis temple, 'october 22, 1800') 3. has_deathdate(agent, date_of_death): has_deathdate(lewis temple, 'may 18, 1854'). person status record module: 1. has_person_status (agent, person_status): has_person_status(lewis temple, 'slave, abolitionist, inventor'). race record module: 1. has_race_or_color(agent, race_or_color): has_race_or_color(lewis temple, african-american). note: the information is based on the provided text. if you don't know the answer, just say that you don't know, don't try to make up an answer. i hope this is correct. please let me know if i made any mistakes.",29,0.4834150326797385,2,0.5363390441839494,0.0,0.0311267795112632,0.81999224,0.81388515,0.81692725,0.6961405,0.8203294,0.7531498
hasdescriptiveoccupation,abolitionist,has_name,name,25,0.5555555555555555,12,0.4444444444444444,0.0,0.0,0.82668453,0.8085345,0.81750876,0.92158294,0.8175241,0.86644036
hasdescriptiveoccupation,abolitionist,has_name,lewis temple,25,0.5555555555555555,33,0.5,0.0,0.0,0.82668453,0.8085345,0.81750876,0.73372954,0.79550564,0.76336986
hasdescriptiveoccupation,abolitionist,has_surname,surname,34,0.5474386724386724,11,0.3174603174603174,0.0,0.0,0.81374097,0.80933017,0.8115296,0.9268559,0.8210128,0.8707296
hasdescriptiveoccupation,abolitionist,has_surname,temple,34,0.5474386724386724,11,0.3333333333333333,0.0,0.0,0.81374097,0.80933017,0.8115296,0.90506995,0.807112,0.8532887
hasdescriptiveoccupation,abolitionist,has_first_name,first_name,32,0.5615079365079364,27,0.5166666666666667,0.0,0.0,0.8083601,0.8101711,0.8092646,0.8047288,0.79445684,0.7995598
hasdescriptiveoccupation,abolitionist,has_first_name,lewis,32,0.5615079365079364,35,0.5222222222222223,0.0,0.0,0.8083601,0.8101711,0.8092646,0.74596226,0.8267657,0.7842882
hasdescriptiveoccupation,abolitionist,has_occupation,occupation,68,0.8045940170940171,45,0.5888888888888889,0.0,0.0,0.88979083,0.8535886,0.87131387,0.9289871,0.8224064,0.87245375
hasdescriptiveoccupation,abolitionist,has_occupation,maker of items used in whaling,68,0.8045940170940171,33,0.5579365079365078,0.0,0.0,0.88979083,0.8535886,0.87131387,0.8183325,0.7905247,0.8041883
hasdescriptiveoccupation,abolitionist,has_occupation,blacksmith,68,0.8045940170940171,36,0.5333333333333333,0.0,0.0,0.88979083,0.8535886,0.87131387,0.8471815,0.8522499,0.84970814
hasdescriptiveoccupation,abolitionist,has_occupation,abolitionist,68,0.8045940170940171,100,1.0,0.0,1.0,0.88979083,0.8535886,0.87131387,0.9999999,0.9999999,0.9999999
hasdescriptiveoccupation,abolitionist,has_occupation,and inventor,68,0.8045940170940171,33,0.5444444444444444,0.0,0.0,0.88979083,0.8535886,0.87131387,0.8837688,0.8237221,0.8526896
hasdescriptiveoccupation,abolitionist,has_age,age,26,0.5793650793650794,13,0.4722222222222221,0.0,0.0,0.8445648,0.81374836,0.82887024,0.9298677,0.82297975,0.8731647
hasdescriptiveoccupation,abolitionist,has_age,53,26,0.5793650793650794,0,0.0,0.0,0.0,0.8445648,0.81374836,0.82887024,0.9311003,0.8245841,0.8746111
hasdescriptiveoccupation,abolitionist,has_birthdate,date_of_birth,38,0.6286324786324786,40,0.5337606837606838,0.0,0.0,0.84506315,0.81432813,0.829411,0.7918736,0.8010566,0.79643863
hasdescriptiveoccupation,abolitionist,has_birthdate,october 22,38,0.6286324786324786,27,0.4111111111111111,0.0,0.0,0.84506315,0.81432813,0.829411,0.7920484,0.7998496,0.7959299
hasdescriptiveoccupation,abolitionist,has_birthdate,1800,38,0.6286324786324786,0,0.0,0.0,0.0,0.84506315,0.81432813,0.829411,0.9278406,0.8216696,0.8715335
hasdescriptiveoccupation,abolitionist,has_deathdate,date_of_death,43,0.652065527065527,32,0.4636752136752136,0.0,0.0,0.84517586,0.810403,0.8274243,0.80024064,0.805205,0.8027151
