Q76348205	Florence Baker	0
Q76348207	Finian von Saas	1
Q7646305	Surinam	1
Q768196	Lewis	3
Q771	Massachusetts	5
Q7739360	The Hemingses of Monticello: An American Family	1
Q7742270	The Interesting Narrative of the Life of Olaudah Equiano jr the third	1
Q7747186	The Life of Josiah Henson, Formerly a Slave, Now an Inhabitant of Canada, as Narrated by Himself	1
Q7789846	Thomas Fuller	24
Q779	Connecticut	1
Q7791202	Thomas James	22
Q7793983	Thomas Sims	10
Q7804739	Timbo	1
Q7810313	Titus Kent	7
Q7885404	Union Baptist Cemetery	1
Q790	Haiti	1
Q7913	Romanian	1
Q7920418	Venture Smith	37
Q7962913	Wallace Turnage	24
Q79718	Tuskegee	1
Q79875	Mobile	1
Q8008570	William Ellison	19
Q8010148	William Green	12
Q8010989	William Harvey Carney	36
Q8012156	William Henry Singleton	19
Q8065639	Zamba Zembola	7
Q80702	Spanish Empire	1
Q810998	Battle Creek	2
Q81936755	Self-purchase	2
Q8244299	Category:American autobiographers	4
Q8248082	Category:American socialites	0
Q827140	Berry	1
Q82955	politician	5
Q83194140	Edith Hern Fossett	15
Q83307	minister	1
Q833899	butler	1
Q8355	violin	1
Q838302	Dictionary of Canadian Biography	3
Q84	London	2
Q841571	freedman	3
Q84177883	William Dorsey Swann	14
Q8447	French Wikipedia	11
Q8449	Spanish Wikipedia	0
Q8463	slavery	1
Q84879777	American nursing: a biographical dictionary	1
Q8508925	Palm Grove Cemetery	1
Q85319493	Exciting women in history on Wikipedia	3
Q85519167	100 DC Women	1
Q858305	Eliza	1
Q8588408	Category:Liberian lawyers	0
Q85952985	Henry Box Brown	0
Q85990765	Olaudah Equiano	0
Q861551	Saint-Domingue	0
Q8676	American Civil War	3
Q868198	Djougou	1
Q86916983	African American Dramatists : An A-to-Z Guide	1
Q87353251	more than 120 year after birth plus 100 year copyright duration	0
Q87409368	Encyclopedia of African American Women Writers	5
Q892272	Bundu	1
Q894030	Bornu Empire	2
Q89921042	Appletons' Cyclop\u00e6dia of American Biography\/Burns, Anthony	0
Q89921637	Appletons' Cyclop\u00e6dia of American Biography\/Cary, Lott	0
Q89922409	Appletons' Cyclop\u00e6dia of American Biography\/Henson, Josiah	0
Q89922487	Appletons' Cyclop\u00e6dia of American Biography\/Tubman, Harriet	0
Q89923065	Appletons' Cyclop\u00e6dia of American Biography\/Sojourner Truth	0
Q89923288	Appletons' Cyclop\u00e6dia of American Biography\/Garnet, Henry Highland	0
Q9013442	Josiah Henson	57
Q9027	Swedish	0
Q9067	Hungarian	1
Q9077	Moses	0
Q908629	Ross	1
Q9129	Greek	2
Q91362767	A Narrative of the Most Remarkable Particulars in the Life of James Albert Ukawsaw Gronniosaw, An African Prince	1
Q91369789	Betty Albert	1
Q91370684	Beyond slavery and abolition: Black British writing c.1770-1830	0
Q919757	British National Bibliography	0
Q91990081	John Bunch I	1
Q9212	United States Army	1
Q929737	liver disease	1
Q93191	Baptists	9
Q9352089	spy	1
Q93618	Takon	1
Q936969	nanny	1
Q937369	Jupiter Hammon	42
Q94000115	plantation worker	1
Q944063	Harriet Jacobs	96
Q945051	Pierre Toussaint	41
Q948418	Leonard	1
Q950780	Florence	1
Q9592	Catholic Church	3
Q96095092	died more than 100 years ago	2
Q961244	William Wells Brown	75
Q96313685	Serviteur	1
Q96371182	1873 Massachusetts legislature	1
Q9648111	Mahommah Gardo Baquaqua	38
Q96631282	Wesley John Alexander	1
Q97033143	inferred from person's full name	10
Q97221355	Jupiter Hammon	0
Q974144	educator	1
Q97672273	Women of Distinction: Remarkable in Works and Invincible in Character	3
Q97672315	Mary Garnet Barboza	1
Q97704337	Truth, Sojourner	0
Q97704340	Harriet, the Modern Moses	0
Q97780703	Category:Patrick Francis Healy	1
Q98131224	Gustav Badin	0
Q98138972	William Wells Brown	0
Q987673	Edith	1
Q98792587	portrait of Adriaan van Bredehoff	1
Q99114975	African American Authors, 1745-1945 (1st edition)	15
